ID_AS;Chr_AS;Pos_init_AS;Pos_end_AS;Strand_AS;Name_As;Name_Sense;Chr_Sense;Pos_init_Sense;Pos_end_Sense;Strand_Sense;Id_Sense
ENSG00000224533;X;155466540;155611616;1;TMLHE-AS1;TMLHE;X;155489011;155719098;-1;ENSG00000185973
ENSG00000238189;13;43458465;43459484;1;ENOX1-AS2;ENOX1;13;43213130;43786972;-1;ENSG00000120658
ENSG00000233821;13;43543918;43548056;1;ENOX1-AS1;ENOX1;13;43213130;43786972;-1;ENSG00000120658
ENSG00000248554;5;43511058;43521811;1;C5orf34-AS1;C5orf34;5;43486709;43515148;-1;ENSG00000172244
ENSG00000225083;13;113351645;113361868;1;GRTP1-AS1;GRTP1;13;113324163;113364148;-1;ENSG00000139835
ENSG00000233613;13;113468901;113476135;1;DCUN1D2-AS;DCUN1D2;13;113455819;113490951;-1;ENSG00000150401
ENSG00000232712;20;21154023;21218289;-1;KIZ-AS1;KIZ;20;21125983;21246622;1;ENSG00000088970
ENSG00000237259;20;18313765;18315111;-1;ZNF133-AS1;ZNF133;20;18288283;18316996;1;ENSG00000125846
ENSG00000225988;20;9505180;9514998;-1;LAMP5-AS1;LAMP5;20;9514358;9530524;1;ENSG00000125869
ENSG00000248092;5;43571594;43603230;-1;NNT-AS1;NNT;5;43602692;43707405;1;ENSG00000112992
ENSG00000256751;12;14567393;14624191;1;PLBD1-AS1;PLBD1;12;14503661;14567883;-1;ENSG00000121316
ENSG00000258537;14;51454512;51599952;-1;FRMD6-AS2;FRMD6;14;51489100;51730727;1;ENSG00000139926
ENSG00000226533;6;38481692;38482531;1;BTBD9-AS1;BTBD9;6;38168451;38640148;-1;ENSG00000183826
ENSG00000225791;6;52576787;52643058;1;TRAM2-AS1;TRAM2;6;52497408;52577060;-1;ENSG00000065308
ENSG00000225738;10;82228985;82232920;-1;NRG3-AS1;NRG3;10;81875194;82987179;1;ENSG00000185737
ENSG00000205790;19;4679282;4685948;1;DPP9-AS1;DPP9;19;4675224;4724673;-1;ENSG00000142002
ENSG00000272323;5;34837549;34839278;-1;TTC23L-AS1;TTC23L;5;34838833;34899456;1;ENSG00000205838
ENSG00000255660;12;15151923;15155283;1;RERG-AS1;RERG;12;15107783;15348675;-1;ENSG00000134533
ENSG00000204044;20;46013500;46022073;-1;SLC12A5-AS1;SLC12A5;20;46021690;46060150;1;ENSG00000124140
ENSG00000204044;20;46013500;46022073;-1;SLC12A5-AS1;MMP9;20;46008908;46016561;1;ENSG00000100985
ENSG00000227258;13;44110451;44240517;1;SMIM2-AS1;SMIM2;13;44143150;44161257;-1;ENSG00000139656
ENSG00000259307;15;40300670;40301820;1;PLCB2-AS1;PLCB2;15;40278176;40307935;-1;ENSG00000137841
ENSG00000228889;13;99181223;99200757;-1;UBAC2-AS1;UBAC2;13;99200774;99386504;1;ENSG00000134882
ENSG00000235903;13;46052497;46161379;1;CPB2-AS1;CPB2;13;46053186;46105033;-1;ENSG00000080618
ENSG00000227640;13;94703454;94803430;1;SOX21-AS1;SOX21;13;94709622;94712545;-1;ENSG00000125285
ENSG00000226352;13;19674624;19675884;1;PSPC1-AS2;PSPC1;13;19674752;19783019;-1;ENSG00000121390
ENSG00000254109;8;30382119;30385401;-1;RBPMS-AS1;RBPMS;8;30384511;30572256;1;ENSG00000157110
ENSG00000280594;21;17611708;17633199;1;BTG3-AS1;BTG3;21;17593653;17612945;-1;ENSG00000154640
ENSG00000236830;21;36131767;36175815;-1;CBR3-AS1;CBR3;21;36135079;36146562;1;ENSG00000159231
ENSG00000230753;20;33787373;33811109;-1;ZNF341-AS1;ZNF341;20;33731657;33792269;1;ENSG00000131061
ENSG00000261080;6;45573346;45576770;-1;RUNX2-AS1;RUNX2;6;45328157;45664349;1;ENSG00000124813
ENSG00000223487;X;12373167;12375133;-1;FRMPD4-AS1;FRMPD4;X;11822423;12724523;1;ENSG00000169933
ENSG00000233338;X;12902817;12908333;-1;TLR8-AS1;TLR8;X;12906620;12923169;1;ENSG00000101916
ENSG00000230020;X;17552349;17557387;-1;NHS-AS1;NHS;X;17375200;17735994;1;ENSG00000188158
ENSG00000238197;21;32728094;32747065;1;PAXBP1-AS1;PAXBP1;21;32733899;32771792;-1;ENSG00000159086
ENSG00000227039;21;44921051;44929680;1;ITGB2-AS1;ITGB2;21;44885953;44931989;-1;ENSG00000160255
ENSG00000255177;11;1242261;1249676;-1;MUC5B-AS1;MUC5B;11;1223066;1262172;1;ENSG00000117983
ENSG00000226648;20;41098019;41138003;-1;PLCG1-AS1;PLCG1;20;41136960;41196801;1;ENSG00000124181
ENSG00000226440;6;112236093;112307009;1;LAMA4-AS1;LAMA4;6;112107931;112254939;-1;ENSG00000112769
ENSG00000229315;6;99993934;100107613;1;MCHR2-AS1;MCHR2;6;99918519;99994247;-1;ENSG00000152034
ENSG00000254542;11;19978699;19981337;-1;NAV2-AS3;NAV2;11;19350724;20121601;1;ENSG00000166833
ENSG00000259073;14;89576216;89577477;1;FOXN3-AS2;FOXN3;14;89124871;89619149;-1;ENSG00000053254
ENSG00000226083;10;18001786;18010562;-1;SLC39A12-AS1;SLC39A12;10;17951839;18043292;1;ENSG00000148482
ENSG00000254622;11;19510890;19519896;-1;NAV2-AS4;NAV2;11;19350724;20121601;1;ENSG00000166833
ENSG00000254418;11;14262846;14273691;-1;SPON1-AS1;SPON1;11;13962723;14268133;1;ENSG00000262655
ENSG00000245648;12;10363638;10398506;1;KLRK1-AS1;KLRK1;12;10372353;10391874;-1;ENSG00000213809
ENSG00000255308;11;19196775;19281426;1;CSRP3-AS1;CSRP3;11;19182030;19210571;-1;ENSG00000129170
ENSG00000255308;11;19196775;19281426;1;CSRP3-AS1;E2F8;11;19224063;19241620;-1;ENSG00000129173
ENSG00000249854;5;20305565;20347972;1;CDH18-AS1;CDH18;5;19471296;20575873;-1;ENSG00000145526
ENSG00000203809;6;104864464;104941447;-1;LIN28B-AS1;LIN28B;6;104936616;105083332;1;ENSG00000187772
ENSG00000233033;X;41520036;41522336;1;CASK-AS1;CASK;X;41514934;41923554;-1;ENSG00000147044
ENSG00000266729;18;31343368;31426988;-1;DSG1-AS1;DSG1;18;31318160;31359246;1;ENSG00000134760
ENSG00000245311;12;27389789;27446625;-1;ARNTL2-AS1;ARNTL2;12;27332836;27425289;1;ENSG00000029153
ENSG00000268564;19;15124160;15126174;1;ILVBL-AS1;ILVBL;19;15114984;15125786;-1;ENSG00000105135
ENSG00000228677;21;37187666;37193926;-1;TTC3-AS1;TTC3;21;37073226;37203112;1;ENSG00000182670
ENSG00000248572;5;38399814;38403471;-1;EGFLAM-AS2;EGFLAM;5;38258409;38465480;1;ENSG00000164318
ENSG00000176753;15;40250664;40252969;-1;PAK6-AS1;PAK6;15;40217428;40277487;1;ENSG00000137843
ENSG00000179447;20;19242302;19284596;-1;SLC24A3-AS1;SLC24A3;20;19212642;19722926;1;ENSG00000185052
ENSG00000257319;12;45050901;45103107;1;DBX2-AS1;DBX2;12;45014672;45051099;-1;ENSG00000185610
ENSG00000254819;11;26285578;26331289;-1;ANO3-AS1;ANO3;11;26188842;26663289;1;ENSG00000134343
ENSG00000233334;10;124703625;124714217;1;FAM53B-AS1;FAM53B;10;124619292;124744378;-1;ENSG00000189319
ENSG00000227128;10;101229577;101270148;1;LBX1-AS1;LBX1;10;101226994;101229463;-1;ENSG00000138136
ENSG00000227695;10;99927010;99959050;1;DNMBP-AS1;DNMBP;10;99875577;100009947;-1;ENSG00000107554
ENSG00000270607;11;19710934;19712619;-1;NAV2-AS6;NAV2;11;19350724;20121601;1;ENSG00000166833
ENSG00000232725;X;153735626;153766478;-1;PLXNB3-AS1;PLXNB3;X;153764196;153779346;1;ENSG00000198753
ENSG00000228082;6;100427118;100437484;1;SIM1-AS1;SIM1;6;100385009;100464921;-1;ENSG00000112246
ENSG00000184068;22;41831215;41834665;-1;SREBF2-AS1;SREBF2;22;41833079;41907307;1;ENSG00000198911
ENSG00000254560;11;27047186;27220113;-1;BBOX1-AS1;BBOX1;11;27040725;27127809;1;ENSG00000129151
ENSG00000237054;14;22918947;22926900;1;PRMT5-AS1;PRMT5;14;22920525;22929408;-1;ENSG00000100462
ENSG00000255043;11;19502672;19507229;-1;NAV2-AS5;NAV2;11;19350724;20121601;1;ENSG00000166833
ENSG00000232803;20;62663019;62666724;-1;SLCO4A1-AS1;SLCO4A1;20;62642503;62685785;1;ENSG00000101187
ENSG00000228261;10;104323369;104327004;1;ITPRIP-AS1;ITPRIP;10;104309698;104338465;-1;ENSG00000148841
ENSG00000232131;6;125797856;125818858;-1;NCOA7-AS1;NCOA7;6;125781161;125932034;1;ENSG00000111912
ENSG00000229873;20;62800627;62805587;-1;OGFR-AS1;OGFR;20;62804835;62814000;1;ENSG00000060491
ENSG00000224349;6;70412828;70413950;-1;FAM135A-AS1;FAM135A;6;70412941;70561174;1;ENSG00000082269
ENSG00000273769;X;153880672;153888990;1;L1CAM-AS1;L1CAM;X;153861514;153886173;-1;ENSG00000198910
ENSG00000232767;10;116670034;116672750;1;HSPA12A-AS1;HSPA12A;10;116671192;116850251;-1;ENSG00000165868
ENSG00000248587;5;37811589;37953827;1;GDNF-AS1;GDNF;5;37812677;37840041;-1;ENSG00000168621
ENSG00000229539;20;3888239;3888868;-1;PANK2-AS1;PANK2;20;3888839;3929887;1;ENSG00000125779
ENSG00000233554;9;33166948;33182865;1;B4GALT1-AS1;B4GALT1;9;33104082;33167356;-1;ENSG00000086062
ENSG00000254266;8;78268637;78558503;-1;PKIA-AS1;PKIA;8;78516340;78605267;1;ENSG00000171033
ENSG00000249835;5;83531352;83581320;-1;VCAN-AS1;VCAN;5;83471618;83582303;1;ENSG00000038427
ENSG00000235802;X;153969325;153970087;1;HCFC1-AS1;HCFC1;X;153947557;153971818;-1;ENSG00000172534
ENSG00000254231;8;86333274;86343429;-1;WWP1-AS1;WWP1;8;86342547;86478420;1;ENSG00000123124
ENSG00000245573;11;27506830;27698231;1;BDNF-AS;BDNF;11;27654893;27722058;-1;ENSG00000176697
ENSG00000225377;20;316860;348490;-1;NRSN2-AS1;NRSN2;20;346782;359660;1;ENSG00000125841
ENSG00000259293;15;58434890;58498735;-1;LIPC-AS1;LIPC;15;58410569;58569844;1;ENSG00000166035
ENSG00000257588;12;49951512;49962924;-1;AQP5-AS1;AQP5;12;49961872;49965682;1;ENSG00000161798
ENSG00000257588;12;49951512;49962924;-1;AQP5-AS1;AQP2;12;49950737;49958878;1;ENSG00000167580
ENSG00000157306;14;23511760;23560778;1;ZFHX2-AS1;ZFHX2;14;23520857;23556192;-1;ENSG00000136367
ENSG00000253549;8;85440596;85464915;-1;CA3-AS1;CA3;8;85373436;85449040;1;ENSG00000164879
ENSG00000235531;8;71828167;72118393;1;MSC-AS1;MSC;8;71841560;71844412;-1;ENSG00000178860
ENSG00000249252;4;15004942;15427914;-1;C1QTNF7-AS1;C1QTNF7;4;15339818;15446167;1;ENSG00000163145
ENSG00000227610;X;107512983;107545821;-1;FRMPD3-AS1;FRMPD3;X;107449652;107605255;1;ENSG00000147234
ENSG00000258727;14;23561097;23568073;1;AP1G2-AS1;AP1G2;14;23559565;23568070;-1;ENSG00000213983
ENSG00000251450;5;80947694;80960907;-1;RASGRF2-AS1;RASGRF2;5;80960363;81230162;1;ENSG00000113319
ENSG00000250413;4;10006482;10009725;1;SLC2A9-AS1;SLC2A9;4;9771153;10054936;-1;ENSG00000109667
ENSG00000244158;6;116460739;116463692;-1;CALHM6-AS1;CALHM6;6;116461370;116463771;1;ENSG00000188820
ENSG00000224031;X;103626076;103626492;-1;TCEAL3-AS1;TCEAL3;X;103607451;103629690;1;ENSG00000196507
ENSG00000231154;X;103687284;103691772;1;MORF4L2-AS1;MORF4L2;X;103675496;103688158;-1;ENSG00000123562
ENSG00000225234;2;3481242;3482409;-1;TRAPPC12-AS1;TRAPPC12;2;3379675;3485094;1;ENSG00000171853
ENSG00000269019;19;18940235;18947452;1;HOMER3-AS1;HOMER3;19;18929201;18941261;-1;ENSG00000051128
ENSG00000237341;X;49198966;49202454;1;SYP-AS1;SYP;X;49187815;49200218;-1;ENSG00000102003
ENSG00000258730;14;93067452;93072152;1;ITPK1-AS1;ITPK1;14;92936914;93116320;-1;ENSG00000100605
ENSG00000253302;8;73420004;73441526;1;STAU2-AS1;STAU2;8;73420369;73747708;-1;ENSG00000040341
ENSG00000177993;22;29024999;29031476;-1;ZNRF3-AS1;ZNRF3;22;28883572;29057488;1;ENSG00000183579
ENSG00000248801;8;68302246;68331689;-1;C8orf34-AS1;C8orf34;8;68330955;68819023;1;ENSG00000165084
ENSG00000277541;X;48056310;48066583;1;ZNF630-AS1;ZNF630;X;47983356;48071658;-1;ENSG00000221994
ENSG00000256120;12;24223233;24260056;1;SOX5-AS1;SOX5;12;23529504;24562544;-1;ENSG00000134532
ENSG00000249491;5;38425036;38427376;-1;EGFLAM-AS1;EGFLAM;5;38258409;38465480;1;ENSG00000164318
ENSG00000256746;11;47270657;47272110;-1;MADD-AS1;MADD;11;47269161;47330031;1;ENSG00000110514
ENSG00000237675;10;125574371;125578445;1;TEX36-AS1;TEX36;10;125576522;125683163;-1;ENSG00000175018
ENSG00000230098;10;131095218;131095777;1;TCERG1L-AS1;TCERG1L;10;131092391;131311721;-1;ENSG00000176769
ENSG00000240498;9;21994139;22128103;1;CDKN2B-AS1;CDKN2B;9;22002903;22009305;-1;ENSG00000147883
ENSG00000254224;8;96235427;96239149;1;UQCRB-AS1;UQCRB;8;96222947;96235546;-1;ENSG00000156467
ENSG00000254894;11;20119684;20120632;-1;NAV2-AS1;NAV2;11;19350724;20121601;1;ENSG00000166833
ENSG00000250095;5;111912508;112017309;1;NREP-AS1;NREP;5;111662621;111997464;-1;ENSG00000134986
ENSG00000259456;20;50930984;50945148;1;ADNP-AS1;ADNP;20;50888916;50931437;-1;ENSG00000101126
ENSG00000246763;5;98769618;98773469;-1;RGMB-AS1;RGMB;5;98768650;98798643;1;ENSG00000174136
ENSG00000235033;6;39881804;39900071;-1;DAAM2-AS1;DAAM2;6;39792298;39904877;1;ENSG00000146122
ENSG00000258096;12;46371463;46373778;1;SLC38A2-AS1;SLC38A2;12;46358188;46372773;-1;ENSG00000134294
ENSG00000203321;9;74952968;74996293;1;CARNMT1-AS1;CARNMT1;9;74980790;75028423;-1;ENSG00000156017
ENSG00000229109;9;83219288;83238463;1;FRMD3-AS1;FRMD3;9;83242990;83538546;-1;ENSG00000172159
ENSG00000259285;15;58065225;58071043;1;ALDH1A2-AS1;ALDH1A2;15;57953424;58497866;-1;ENSG00000128918
ENSG00000235448;9;12698554;12814377;-1;LURAP1L-AS1;LURAP1L;9;12775020;12823060;1;ENSG00000153714
ENSG00000236708;7;3264032;3302452;-1;SDK1-AS1;SDK1;7;3301252;4269000;1;ENSG00000146555
ENSG00000259248;15;63544247;63601589;-1;USP3-AS1;USP3;15;63504511;63594640;1;ENSG00000140455
ENSG00000247708;4;4542131;4787359;1;STX18-AS1;STX18;4;4415742;4542346;-1;ENSG00000168818
ENSG00000236991;10;125725634;125752110;-1;EDRF1-AS1;EDRF1;10;125719515;125764143;1;ENSG00000107938
ENSG00000246859;5;111510396;111739726;1;STARD4-AS1;STARD4;5;111496033;111512590;-1;ENSG00000164211
ENSG00000256879;12;20361732;20370262;-1;PDE3A-AS1;PDE3A;12;20368537;20688583;1;ENSG00000172572
ENSG00000257557;12;79934901;79942712;1;PPP1R12A-AS1;PPP1R12A;12;79773563;79935460;-1;ENSG00000058272
ENSG00000224958;9;68353614;68357893;-1;PGM5-AS1;PGM5;9;68328308;68531061;1;ENSG00000154330
ENSG00000250295;8;73297711;73356461;-1;RDH10-AS1;RDH10;8;73294602;73325281;1;ENSG00000121039
ENSG00000231373;9;77456295;77526697;1;GNA14-AS1;GNA14;9;77423079;77648322;-1;ENSG00000156049
ENSG00000272841;6;160990318;160992342;-1;MAP3K4-AS1;MAP3K4;6;160991727;161117385;1;ENSG00000085511
ENSG00000249899;5;52930606;52990278;-1;ITGA2-AS1;ITGA2;5;52989340;53094779;1;ENSG00000164171
ENSG00000224186;5;135033280;135358219;1;PITX1-AS1;PITX1;5;135027734;135034813;-1;ENSG00000069011
ENSG00000248464;5;44388732;44413989;1;FGF10-AS1;FGF10;5;44300247;44389706;-1;ENSG00000070193
ENSG00000218537;22;23894426;23898930;-1;MIF-AS1;MIF;22;23894383;23895227;1;ENSG00000240972
ENSG00000263327;4;16226685;16320140;1;TAPT1-AS1;TAPT1;4;16160505;16227410;-1;ENSG00000169762
ENSG00000233409;10;125972188;125973126;-1;FANK1-AS1;FANK1;10;125896564;126009592;1;ENSG00000203780
ENSG00000228124;6;89673469;89675783;1;MDN1-AS1;MDN1;6;89642498;89819794;-1;ENSG00000112159
ENSG00000280927;4;1210120;1218591;1;CTBP1-AS;CTBP1;4;1211445;1249953;-1;ENSG00000159692
ENSG00000229299;20;63744689;63745958;1;ZBTB46-AS2;ZBTB46;20;63743668;63832038;-1;ENSG00000130584
ENSG00000231208;20;63808076;63816521;1;ZBTB46-AS1;ZBTB46;20;63743668;63832038;-1;ENSG00000130584
ENSG00000232283;9;96246462;96250393;1;HSD17B3-AS1;HSD17B3;9;96235306;96302176;-1;ENSG00000130948
ENSG00000228598;7;20141916;20153531;1;MACC1-AS1;MACC1;7;20134655;20217404;-1;ENSG00000183742
ENSG00000203876;10;109940104;110008381;-1;ADD3-AS1;ADD3;10;109996368;110135565;1;ENSG00000148700
ENSG00000238123;X;38801568;38803883;-1;MID1IP1-AS1;MID1IP1;X;38801440;38806537;1;ENSG00000165175
ENSG00000235848;2;37949911;38067041;-1;RMDN2-AS1;RMDN2;2;37923187;38067142;1;ENSG00000115841
ENSG00000259482;15;60681564;60687248;1;RORA-AS2;RORA;15;60488284;61229302;-1;ENSG00000069667
ENSG00000230749;2;66439088;66444221;-1;MEIS1-AS2;MEIS1;2;66433452;66573869;1;ENSG00000143995
ENSG00000244239;7;8262233;8262821;1;ICA1-AS1;ICA1;7;8113184;8262687;-1;ENSG00000003147
ENSG00000267662;19;31348881;31417794;1;TSHZ3-AS1;TSHZ3;19;31149979;31349436;-1;ENSG00000121297
ENSG00000266903;19;44631573;44725217;-1;CEACAM16-AS1;CEACAM16;19;44699151;44710718;1;ENSG00000213892
ENSG00000266903;19;44631573;44725217;-1;CEACAM16-AS1;CEACAM19;19;44662278;44684359;1;ENSG00000186567
ENSG00000266903;19;44631573;44725217;-1;CEACAM16-AS1;PVR;19;44643798;44666162;1;ENSG00000073008
ENSG00000257126;14;28726675;28765292;-1;FOXG1-AS1;FOXG1;14;28766787;28770277;1;ENSG00000176165
ENSG00000228290;6;84687712;84709578;1;TBX18-AS1;TBX18;6;84687351;84764598;-1;ENSG00000112837
ENSG00000258876;14;75970924;75971587;1;TGFB3-AS1;TGFB3;14;75958097;75983011;-1;ENSG00000119699
ENSG00000268001;19;48255675;48258199;1;CARD8-AS1;CARD8;19;48180770;48255946;-1;ENSG00000105483
ENSG00000228481;2;45674701;45675476;-1;PRKCE-AS1;PRKCE;2;45651345;46187990;1;ENSG00000171132
ENSG00000268186;19;48262900;48271283;-1;ZNF114-AS1;ZNF114;19;48270081;48287608;1;ENSG00000178150
ENSG00000251513;5;97089075;97437217;1;LIX1-AS1;LIX1;5;97091867;97142753;-1;ENSG00000145721
ENSG00000251513;5;97089075;97437217;1;LIX1-AS1;RIOK2;5;97160867;97183247;-1;ENSG00000058729
ENSG00000249249;5;115602057;115623897;1;TICAM2-AS1;TICAM2;5;115578496;115602479;-1;ENSG00000243414
ENSG00000235050;6;53978549;54079726;-1;MLIP-AS1;MLIP;6;53929982;54266280;1;ENSG00000146147
ENSG00000245534;15;60479152;60630637;1;RORA-AS1;RORA;15;60488284;61229302;-1;ENSG00000069667
ENSG00000245849;15;40686183;40695107;-1;RAD51-AS1;RAD51;15;40694774;40732340;1;ENSG00000051180
ENSG00000248730;5;38282264;38290986;-1;EGFLAM-AS4;EGFLAM;5;38258409;38465480;1;ENSG00000164318
ENSG00000254862;11;27471729;27482433;1;LGR4-AS1;LGR4;11;27365961;27472790;-1;ENSG00000205213
ENSG00000228231;6;54365335;54369971;-1;TINAG-AS1;TINAG;6;54307859;54390142;1;ENSG00000137251
ENSG00000230290;6;108922976;108924103;-1;ARMC2-AS1;ARMC2;6;108848416;108974476;1;ENSG00000118690
ENSG00000243055;X;30699998;30724174;-1;GK-AS1;GK;X;30653359;30731462;1;ENSG00000198814
ENSG00000231542;X;30834623;30835300;1;TAB3-AS1;TAB3;X;30827442;30975084;-1;ENSG00000157625
ENSG00000235512;X;30854321;30854707;1;TAB3-AS2;TAB3;X;30827442;30975084;-1;ENSG00000157625
ENSG00000236836;X;24650073;24658237;1;PCYT1B-AS1;PCYT1B;X;24558087;24672677;-1;ENSG00000102230
ENSG00000224215;10;23343957;23345181;1;C10orf67-AS1;C10orf67;10;23202696;23344845;-1;ENSG00000179133
ENSG00000258048;12;79690144;79778451;1;PPP1R12A-AS2;PPP1R12A;12;79773563;79935460;-1;ENSG00000058272
ENSG00000255733;12;67989445;68234686;1;IFNG-AS1;IFNG;12;68154768;68159740;-1;ENSG00000111537
ENSG00000265778;18;76491629;76493920;1;ZNF516-AS1;ZNF516;18;76357682;76495242;-1;ENSG00000101493
ENSG00000266053;18;9121179;9136645;-1;NDUFV2-AS1;NDUFV2;18;9102630;9134345;1;ENSG00000178127
ENSG00000177337;18;3593732;3598363;1;DLGAP1-AS1;DLGAP1;18;3496032;4455307;-1;ENSG00000170579
ENSG00000234230;X;24146225;24149654;-1;ZFX-AS1;ZFX;X;24149173;24216255;1;ENSG00000005889
ENSG00000266010;18;22164886;22169878;-1;GATA6-AS1;GATA6;18;22169589;22202528;1;ENSG00000141448
ENSG00000258725;15;90966340;90988625;1;PRC1-AS1;PRC1;15;90966040;90995629;-1;ENSG00000198901
ENSG00000262001;18;3603000;3610103;1;DLGAP1-AS2;DLGAP1;18;3496032;4455307;-1;ENSG00000170579
ENSG00000267270;18;80147908;80179839;1;PARD6G-AS1;PARD6G;18;80157232;80247514;-1;ENSG00000178184
ENSG00000237233;10;61452639;61481956;1;TMEM26-AS1;TMEM26;10;61406642;61453381;-1;ENSG00000196932
ENSG00000245330;8;119867419;119874488;-1;DEPTOR-AS1;DEPTOR;8;119873717;120050918;1;ENSG00000155792
ENSG00000253404;5;138744434;138753309;-1;CTNNA1-AS1;CTNNA1;5;138610967;138935034;1;ENSG00000044115
ENSG00000248192;5;82073055;82073702;-1;ATG10-AS1;ATG10;5;81972023;82276857;1;ENSG00000152348
ENSG00000268895;19;58347718;58355455;1;A1BG-AS1;A1BG;19;58345178;58353492;-1;ENSG00000121410
ENSG00000269609;10;102449816;102461106;1;C10orf95-AS1;C10orf95;10;102449837;102451543;-1;ENSG00000120055
ENSG00000267254;19;36797502;36831596;1;ZNF790-AS1;ZNF790;19;36817428;36850787;-1;ENSG00000197863
ENSG00000231920;10;21174014;21175048;1;NEBL-AS1;NEBL;10;20779973;21293011;-1;ENSG00000078114
ENSG00000181171;8;123984138;124040782;-1;FER1L6-AS1;FER1L6;8;123851987;124120061;1;ENSG00000214814
ENSG00000248127;5;76081946;76084186;-1;SV2C-AS1;SV2C;5;76083383;76353939;1;ENSG00000122012
ENSG00000249131;5;139740951;139747406;-1;PSD2-AS1;PSD2;5;139795808;139844466;1;ENSG00000146005
ENSG00000246985;12;93542022;93571768;-1;SOCS2-AS1;SOCS2;12;93569814;93583487;1;ENSG00000120833
ENSG00000248211;5;136214048;136222159;1;TRPC7-AS1;TRPC7;5;136212745;136365545;-1;ENSG00000069018
ENSG00000248445;5;116447547;116508276;1;SEMA6A-AS1;SEMA6A;5;116443555;116574823;-1;ENSG00000092421
ENSG00000234661;3;363370;385795;-1;CHL1-AS1;CHL1;3;196763;409417;1;ENSG00000134121
ENSG00000258057;12;49827913;49841143;1;BCDIN3D-AS1;BCDIN3D;12;49836043;49843106;-1;ENSG00000186666
ENSG00000249825;5;80052374;80083654;-1;THBS4-AS1;THBS4;5;79991311;80083287;1;ENSG00000113296
ENSG00000249996;5;123036271;123054667;1;PPIC-AS1;PPIC;5;123023250;123036725;-1;ENSG00000168938
ENSG00000227110;3;7951263;8611924;-1;LMCD1-AS1;LMCD1;3;8501807;8574668;1;ENSG00000071282
ENSG00000248256;4;48852008;48860203;-1;OCIAD1-AS1;OCIAD1;4;48805212;48861817;1;ENSG00000109180
ENSG00000228242;3;14144637;14165978;1;XPC-AS1;XPC;3;14145147;14178621;-1;ENSG00000154767
ENSG00000250947;5;136303757;136316100;1;TRPC7-AS2;TRPC7;5;136212745;136365545;-1;ENSG00000069018
ENSG00000227945;6;128027886;128085248;1;PTPRK-AS1;PTPRK;6;127968785;128520616;-1;ENSG00000152894
ENSG00000225792;7;26369310;26376701;-1;SNX10-AS1;SNX10;7;26291862;26374383;1;ENSG00000086300
ENSG00000229452;7;29080284;29082527;1;CPVL-AS1;CPVL;7;28995235;29195451;-1;ENSG00000106066
ENSG00000204706;9;70033921;70175888;-1;MAMDC2-AS1;MAMDC2;9;70043848;70226972;1;ENSG00000165072
ENSG00000259666;15;77641764;77652292;1;LINGO1-AS1;LINGO1;15;77613027;77820900;-1;ENSG00000169783
ENSG00000258384;15;90952239;90955225;-1;RCCD1-AS1;RCCD1;15;90954881;90963125;1;ENSG00000166965
ENSG00000258384;15;90952239;90955225;-1;RCCD1-AS1;UNC45A;15;90930180;90954093;1;ENSG00000140553
ENSG00000255929;11;94545330;94740355;-1;PIWIL4-AS1;PIWIL4;11;94543840;94621421;1;ENSG00000134627
ENSG00000256007;11;72685075;72693808;1;ARAP1-AS1;ARAP1;11;72685069;72793599;-1;ENSG00000186635
ENSG00000227589;1;3658938;3668772;-1;TP73-AS3;TP73;1;3652516;3736201;1;ENSG00000078900
ENSG00000249071;5;38345347;38346551;-1;EGFLAM-AS3;EGFLAM;5;38258409;38465480;1;ENSG00000164318
ENSG00000246214;5;16615926;16681905;1;RETREG1-AS1;RETREG1;5;16473038;16617101;-1;ENSG00000154153
ENSG00000248050;8;109644115;109648084;1;SYBU-AS1;SYBU;8;109573978;109691791;-1;ENSG00000147642
ENSG00000226819;2;66426735;66433470;-1;MEIS1-AS3;MEIS1;2;66433452;66573869;1;ENSG00000143995
ENSG00000224318;3;109707;197341;-1;CHL1-AS2;CHL1;3;196763;409417;1;ENSG00000134121
ENSG00000270344;12;89524594;89548005;1;POC1B-AS1;POC1B;12;89419718;89526047;-1;ENSG00000139323
ENSG00000227588;3;2110409;2144241;-1;CNTN4-AS2;CNTN4;3;2098813;3057959;1;ENSG00000144619
ENSG00000230830;3;35650197;35651961;-1;ARPP21-AS1;ARPP21;3;35638945;35794496;1;ENSG00000172995
ENSG00000234855;10;97102756;97104355;1;SLIT1-AS1;SLIT1;10;96998038;97185959;-1;ENSG00000187122
ENSG00000236202;3;7519741;7560333;-1;GRM7-AS1;GRM7;3;6770001;7741533;1;ENSG00000196277
ENSG00000205488;10;5510036;5526246;-1;CALML3-AS1;CALML3;10;5524961;5526771;1;ENSG00000178363
ENSG00000223652;5;123087248;123090299;-1;PRDM6-AS1;PRDM6;5;123089241;123194266;1;ENSG00000061455
ENSG00000225924;6;149243299;149257551;-1;TAB2-AS1;TAB2;6;149218641;149411613;1;ENSG00000055208
ENSG00000260034;16;25140577;25149032;-1;LCMT1-AS2;LCMT1;16;25111731;25178231;1;ENSG00000205629
ENSG00000197085;7;34346512;34871582;-1;NPSR1-AS1;NPSR1;7;34658218;34878332;1;ENSG00000187258
ENSG00000232287;3;11006098;11019224;-1;SLC6A1-AS1;SLC6A1;3;10992186;11039247;1;ENSG00000157103
