Chr,Pos_init,Pos_end,Strand,Id,Sense gene,,
chr19,48047843,48110817,-1,ENSG00000105499,PLA2G4C,,
chr22,40410281,40636719,-1,ENSG00000196588,MRTFA,,
chr3,26622806,26717537,1,ENSG00000179796,LRRC3B,,
chr1,8352397,8848921,-1,ENSG00000142599,RERE,,
chr5,147585438,147782775,-1,ENSG00000176049,JAKMIP2,,
chr8,104590733,105804539,1,ENSG00000169946,ZFPM2,,
chr10,76869601,77638369,-1,ENSG00000156113,KCNMA1,,
chr2,86603398,86623866,-1,ENSG00000239305,RNF103,,
chr19,42752686,42855691,-1,ENSG00000124467,PSG8,,
chr22,15690026,15721631,1,ENSG00000198062,POTEH,,
chr22,25564675,25729294,1,ENSG00000100077,GRK3,,
chr4,74933095,75050115,1,ENSG00000169116,PARM1,,
chr4,103586031,103719985,-1,ENSG00000169836,TACR3,,
chr9,112380080,112472405,1,ENSG00000119471,HSDL2,,
chr6,79201245,79234738,-1,ENSG00000118418,HMGN3,,
chr8,143368876,143384221,1,ENSG00000158106,RHPN1,,
chr8,70635318,70669185,-1,ENSG00000147592,LACTB2,,
chrX,41514934,41923554,-1,ENSG00000147044,CASK,,
chr6,159169400,159272108,1,ENSG00000164694,FNDC1,,
chr15,100877714,100916626,1,ENSG00000184254,ALDH1A3,,
chr22,43197280,43343372,-1,ENSG00000159307,SCUBE1,,
chr22,31160182,31207019,1,ENSG00000138942,RNF185,,
chr16,27402174,27452042,1,ENSG00000103522,IL21R,,
chr6,34587288,34696859,-1,ENSG00000196821,ILRUN,,
chr2,54456317,54671446,1,ENSG00000115306,SPTBN1,,
chr9,134641803,134844843,1,ENSG00000130635,COL5A1,,
chr11,73308276,73369388,1,ENSG00000110237,ARHGEF17,,
chr19,35545600,35547526,1,ENSG00000105677,TMEM147,,
chr5,123089241,123194266,1,ENSG00000061455,PRDM6,,
chr22,27978014,28679840,-1,ENSG00000100154,TTC28,,
chr14,58244843,58272012,1,ENSG00000100567,PSMA3,,
chr19,55013705,55038264,-1,ENSG00000088053,GP6,,
chr11,74235801,74311640,-1,ENSG00000149380,P4HA3,,
chr3,6770001,7741533,1,ENSG00000196277,GRM7,,
chr9,133636363,133659329,1,ENSG00000123454,DBH,,
chr5,123023250,123036725,-1,ENSG00000168938,PPIC,,
chr9,74497335,74693177,1,ENSG00000198963,RORB,,
chr1,11106535,11262551,-1,ENSG00000198793,MTOR,,
chr4,105708778,105847725,1,ENSG00000138780,GSTCD,,
chr3,14810853,14934571,1,ENSG00000154783,FGD5,,
chr1,3652516,3736201,1,ENSG00000078900,TP73,,
chr2,105038069,105099960,1,ENSG00000135972,MRPS9,,
chr19,57280051,57294069,1,ENSG00000197714,ZNF460,,
chr11,72576141,72674591,-1,ENSG00000186642,PDE2A,,
chr3,40387184,40428744,1,ENSG00000168032,ENTPD3,,
chr4,104468308,104494901,-1,ENSG00000168772,CXXC4,,
chr3,28574791,30010391,1,ENSG00000144642,RBMS3,,
chr4,121035613,121073021,-1,ENSG00000173376,NDNF,,
chr12,89419718,89526047,-1,ENSG00000139323,POC1B,,
chr4,97184093,98143476,-1,ENSG00000163116,STPG2,,
chr7,93962762,94004382,-1,ENSG00000105829,BET1,,
chr1,6785454,7769706,1,ENSG00000171735,CAMTA1,,
chr7,50458436,50565405,-1,ENSG00000132437,DDC,,
chr6,100385009,100464921,-1,ENSG00000112246,SIM1,,
chr6,17615035,17706925,-1,ENSG00000124789,NUP153,,
chr16,47154387,47464149,-1,ENSG00000129636,ITFG1,,
chr19,52397849,52418412,1,ENSG00000167555,ZNF528,,
chr5,154445997,154461053,1,ENSG00000164576,SAP30L,,
chr8,103140713,103230305,1,ENSG00000164929,BAALC,,
chr4,109433772,109540896,1,ENSG00000138802,SEC24B,,
chr2,66433452,66573869,1,ENSG00000143995,MEIS1,,
chr20,10172395,10308258,1,ENSG00000132639,SNAP25,,
chr9,116153791,116402321,1,ENSG00000182752,PAPPA,,
chr16,61647242,62037035,-1,ENSG00000150394,CDH8,,
chr5,139647299,139683882,1,ENSG00000171604,CXXC5,,
chr8,56436674,56446671,-1,ENSG00000181195,PENK,,
chr16,25111731,25178231,1,ENSG00000205629,LCMT1,,
chr8,134477788,134713049,-1,ENSG00000066827,ZFAT,,
chr16,55389700,55506691,1,ENSG00000087245,MMP2,,
chr11,121452314,121633763,1,ENSG00000137642,SORL1,,
chr8,121612116,121641440,-1,ENSG00000170961,HAS2,,
chr20,46021690,46060150,1,ENSG00000124140,SLC12A5,,
chr17,40309180,40357643,1,ENSG00000131759,RARA,,
chr3,52812962,52830688,-1,ENSG00000055955,ITIH4,,
chr14,75578620,75663214,1,ENSG00000119686,FLVCR2,,
chr5,142770377,143229011,1,ENSG00000145819,ARHGAP26,,
chr1,16124337,16156069,-1,ENSG00000142627,EPHA2,,
chr1,16197854,16212652,-1,ENSG00000142632,ARHGEF19,,
chr1,13892792,15118043,1,ENSG00000189337,KAZN,,
chr19,45079195,45091518,1,ENSG00000142252,GEMIN7,,
chr11,119623408,119729200,-1,ENSG00000110400,NECTIN1,,
chrX,135094985,135098712,-1,ENSG00000196972,SMIM10L2B,,
chr6,29722775,29738528,1,ENSG00000204642,HLA-F,,
chr3,61561569,62297609,1,ENSG00000144724,PTPRG,,
chr2,42169353,42332548,1,ENSG00000143924,EML4,,
chr22,17137511,17165287,-1,ENSG00000069998,HDHD5,,
chr11,128458761,128587558,-1,ENSG00000134954,ETS1,,
chr2,109129205,109504634,1,ENSG00000172985,SH3RF3,,
chr2,113890063,113962596,1,ENSG00000115091,ACTR3,,
chr7,94907202,95296415,1,ENSG00000158528,PPP1R9A,,
chr12,93569814,93583487,1,ENSG00000120833,SOCS2,,
chr1,6205475,6221299,1,ENSG00000158286,RNF207,,
chr11,126423358,127003460,-1,ENSG00000149571,KIRREL3,,
chr5,149345430,149354583,1,ENSG00000164284,GRPEL2,,
chr2,158171073,158456753,-1,ENSG00000153237,CCDC148,,
chrX,2828822,2882820,1,ENSG00000056998,GYG2,,
chr2,173075435,173268015,1,ENSG00000091436,MAP3K20,,
chr1,17406760,17439677,-1,ENSG00000179051,RCC2,,
chr3,2098813,3057959,1,ENSG00000144619,CNTN4,,
chrX,2903972,2929349,-1,ENSG00000006756,ARSD,,
chr2,86503430,86563479,-1,ENSG00000115561,CHMP3,,
chr6,43040777,43075095,1,ENSG00000137171,KLC4,,
chr4,138164097,138242349,-1,ENSG00000151012,SLC7A11,,
chr8,18055992,18084998,-1,ENSG00000104763,ASAH1,,
chr12,53938831,53946544,1,ENSG00000123364,HOXC13,,
chr19,48180770,48255946,-1,ENSG00000105483,CARD8,,
chrX,22032325,22494713,1,ENSG00000102174,PHEX,,
chr11,124752583,124762290,-1,ENSG00000149564,ESAM,,
chr1,35268709,35422058,1,ENSG00000146463,ZMYM4,,
chr2,100820139,100996829,1,ENSG00000170485,NPAS2,,
chr14,30559158,30620064,1,ENSG00000092140,G2E3,,
chrX,107449652,107605255,1,ENSG00000147234,FRMPD3,,
chr16,86566829,86569728,1,ENSG00000176692,FOXC2,,
chr5,38474668,38608354,-1,ENSG00000113594,LIFR,,
chr9,137605685,137615360,1,ENSG00000197070,ARRDC1,,
chr20,44355700,44432845,1,ENSG00000101076,HNF4A,,
chr4,100185870,100190782,-1,ENSG00000145358,DDIT4L,,
chr9,101473170,101533537,-1,ENSG00000165152,PGAP4,,
chr15,45252234,45277846,1,ENSG00000137860,SLC28A2,,
chr12,117038923,117099479,-1,ENSG00000088992,TESC,,
chr20,57391396,57409333,1,ENSG00000132819,RBM38,,
chr4,88725955,89111398,-1,ENSG00000138640,FAM13A,,
chr14,89124871,89619149,-1,ENSG00000053254,FOXN3,,
chr11,64244479,64246943,-1,ENSG00000173457,PPP1R14B,,
chr19,46647551,46661182,-1,ENSG00000197380,DACT3,,
chr3,57625454,57693077,-1,ENSG00000174839,DENND6A,,
chr3,54122547,55074557,1,ENSG00000157445,CACNA2D3,,
chr1,60865259,61462788,1,ENSG00000162599,NFIA,,
chr16,80540734,80550811,1,ENSG00000168589,DYNLRB2,,
chr1,52020131,52055191,-1,ENSG00000117862,TXNDC12,,
chr2,172735274,173052893,1,ENSG00000091428,RAPGEF4,,
chr4,144646156,144745271,1,ENSG00000164161,HHIP,,
chr12,45014672,45051099,-1,ENSG00000185610,DBX2,,
chrX,46497725,46545457,-1,ENSG00000251192,ZNF674,,
chr12,57128483,57213361,1,ENSG00000123384,LRP1,,
chr6,138773769,138793319,1,ENSG00000024862,CCDC28A,,
chr3,73382431,73624941,-1,ENSG00000121440,PDZRN3,,
chr19,9604680,9621236,-1,ENSG00000171469,ZNF561,,
chr1,63322567,63325128,1,ENSG00000187140,FOXD3,,
chr6,31530219,31542448,-1,ENSG00000198563,DDX39B,,
chr19,47745546,47757058,1,ENSG00000105373,NOP53,,
chr14,39031919,39109646,-1,ENSG00000100934,SEC23A,,
chrX,151912495,151925171,1,ENSG00000147381,MAGEA4,,
chr8,737628,1708476,1,ENSG00000198010,DLGAP2,,
chr7,81946444,82443777,-1,ENSG00000153956,CACNA2D1,,
chr11,3217944,3218813,-1,ENSG00000182170,MRGPRG,,
chr6,31658298,31660778,-1,ENSG00000204439,C6orf47,,
chr14,55271344,55370053,1,ENSG00000178974,FBXO34,,
chr8,123851987,124120061,1,ENSG00000214814,FER1L6,,
chr19,36534774,36605276,-1,ENSG00000186020,ZNF529,,
chr7,112206695,112343934,1,ENSG00000198839,ZNF277,,
chr12,130953907,131141469,1,ENSG00000111452,ADGRD1,,
chr20,42072752,43189970,-1,ENSG00000196090,PTPRT,,
chrX,30827442,30975084,-1,ENSG00000157625,TAB3,,
chr5,150485818,150558211,1,ENSG00000070614,NDST1,,
chr2,196189099,196593684,-1,ENSG00000138411,HECW2,,
chr12,68154768,68159740,-1,ENSG00000111537,IFNG,,
chr16,3129777,3142804,1,ENSG00000085644,ZNF213,,
chrX,147911919,147951125,1,ENSG00000102081,FMR1,,
chr19,40440844,40444335,-1,ENSG00000167565,SERTAD3,,
chr6,31762996,31764851,1,ENSG00000228727,SAPCD1,,
chr1,67701475,67833467,-1,ENSG00000172380,GNG12,,
chr3,50341110,50345732,-1,ENSG00000004838,ZMYND10,,
chr7,126438598,127253093,-1,ENSG00000179603,GRM8,,
chr6,136557046,136792477,-1,ENSG00000197442,MAP3K5,,
chr2,135905881,135986100,-1,ENSG00000115866,DARS1,,
chr4,143513702,143557486,1,ENSG00000153147,SMARCA5,,
chr3,113002444,113019861,-1,ENSG00000163608,NEPRO,,
chr19,55158661,55166722,-1,ENSG00000167646,DNAAF3,,
chr12,111842228,111902222,1,ENSG00000089022,MAPKAPK5,,
chr9,130902438,130939286,-1,ENSG00000130720,FIBCD1,,
chr9,129175552,129178261,-1,ENSG00000188483,IER5L,,
chr16,4314761,4339597,1,ENSG00000126603,GLIS2,,
chr10,20779973,21293011,-1,ENSG00000078114,NEBL,,
chr12,109023089,109088023,1,ENSG00000135093,USP30,,
chr1,43650149,43705518,1,ENSG00000066135,KDM4A,,
chr6,43576185,43620523,1,ENSG00000170734,POLH,,
chr6,73489308,73525587,-1,ENSG00000156508,EEF1A1,,
chr20,44714844,44728509,1,ENSG00000064205,CCN5,,
chr17,58301228,58328795,-1,ENSG00000005379,TSPOAP1,,
chr7,97005553,97011040,1,ENSG00000006377,DLX6,,
chr9,16409503,16870843,-1,ENSG00000173068,BNC2,,
chr5,76083383,76353939,1,ENSG00000122012,SV2C,,
chr7,124822386,124929983,-1,ENSG00000128513,POT1,,
chrX,17375200,17735994,1,ENSG00000188158,NHS,,
chr4,168497052,168928457,1,ENSG00000129116,PALLD,,
chr6,31879759,31897687,-1,ENSG00000204371,EHMT2,,
chr2,143091362,143768352,1,ENSG00000075884,ARHGAP15,,
chr7,107743949,107761667,1,ENSG00000105879,CBLL1,,
chr11,1947278,1984522,1,ENSG00000214026,MRPL23,,
chr9,136796338,136807741,1,ENSG00000213213,CCDC183,,
chr17,61399843,61409466,1,ENSG00000121068,TBX2,,
chr11,35251205,35420063,-1,ENSG00000110436,SLC1A2,,
chr10,116671192,116850251,-1,ENSG00000165868,HSPA12A,,
chr19,48900312,48923372,1,ENSG00000104805,NUCB1,,
chr17,66302613,66810743,1,ENSG00000154229,PRKCA,,
chr10,73644881,73663803,-1,ENSG00000166317,SYNPO2L,,
chr7,141708353,141731271,1,ENSG00000214102,WEE2,,
chr10,73785606,73801797,1,ENSG00000214655,ZSWIM8,,
chr4,152320544,152536092,-1,ENSG00000109670,FBXW7,,
chr12,129071725,129904025,-1,ENSG00000151952,TMEM132D,,
chr2,114442299,115845780,1,ENSG00000175497,DPP10,,
chr16,31201486,31203450,-1,ENSG00000103490,PYCARD,,
chr10,49299170,49327492,1,ENSG00000177354,C10orf71,,
chrX,96684712,97604997,1,ENSG00000147202,DIAPH2,,
chr19,12922479,12934037,-1,ENSG00000179115,FARSA,,
chr4,182143987,182803024,1,ENSG00000218336,TENM3,,
chr4,176319966,176332245,1,ENSG00000129128,SPCS3,,
chr17,49495293,49515008,1,ENSG00000064300,NGFR,,
chr17,50862223,50867978,-1,ENSG00000141232,TOB1,,
chr3,113286930,113441610,-1,ENSG00000206530,CFAP44,,
chr12,114670255,114684175,-1,ENSG00000135111,TBX3,,
chr5,177446445,177456286,1,ENSG00000131188,PRR7,,
chr5,177483394,177497606,-1,ENSG00000196923,PDLIM7,,
chr3,118900557,119146068,-1,ENSG00000144847,IGSF11,,
chr1,88684222,88836255,1,ENSG00000065243,PKN2,,
chr3,108958248,109118134,-1,ENSG00000114487,MORC1,,
chr12,23529504,24562544,-1,ENSG00000134532,SOX5,,
chr7,157539056,158587823,-1,ENSG00000155093,PTPRN2,,
chr3,115802363,117139389,-1,ENSG00000185565,LSAMP,,
chr17,74748628,74769353,1,ENSG00000109062,SLC9A3R1,,
chr6,70412941,70561174,1,ENSG00000082269,FAM135A,,
chr1,94974405,95072951,-1,ENSG00000172339,ALG14,,
chrX,115561174,115650861,1,ENSG00000102024,PLS3,,
chr3,119211732,119240946,-1,ENSG00000121578,B4GALT4,,
chrX,123960212,124422664,1,ENSG00000101972,STAG2,,
chr5,443175,471937,1,ENSG00000180104,EXOC3,,
chr2,119223831,119265652,1,ENSG00000115107,STEAP3,,
chr5,470456,524449,-1,ENSG00000066230,SLC9A3,,
chr2,199269500,199471266,-1,ENSG00000119042,SATB2,,
chr7,107044705,107161811,1,ENSG00000005249,PRKAR2B,,
chr10,3137728,3172841,-1,ENSG00000107959,PITRM1,,
chr2,191949043,192194933,-1,ENSG00000144339,TMEFF2,,
chr17,67070444,67245989,-1,ENSG00000198265,HELZ,,
chr1,93561741,93847150,-1,ENSG00000137936,BCAR3,,
chr6,127968785,128520616,-1,ENSG00000152894,PTPRK,,
chr10,79937467,79982614,-1,ENSG00000133661,SFTPD,,
chr10,80078646,80092557,1,ENSG00000133678,TMEM254,,
chr3,23805955,23891640,1,ENSG00000170142,UBE2E1,,
chr2,205993721,206086303,-1,ENSG00000114933,INO80D,,
chr3,40309707,40312424,1,ENSG00000114784,EIF1B,,
chr1,107571161,107965180,-1,ENSG00000134215,VAV3,,
chr4,95162504,95549206,-1,ENSG00000182168,UNC5C,,
chr3,50155045,50189075,1,ENSG00000001617,SEMA3F,,
chr4,183099257,183320777,1,ENSG00000151718,WWC2,,
chr9,33104082,33167356,-1,ENSG00000086062,B4GALT1,,
chr9,105558122,105653820,1,ENSG00000106692,FKTN,,
chr15,79898840,79923702,-1,ENSG00000180953,ST20,,
chr1,97077743,97995000,-1,ENSG00000188641,DPYD,,
chr2,161136908,161236230,1,ENSG00000136560,TANK,,
chr3,133400056,133475222,1,ENSG00000170819,BFSP2,,
chr12,114353911,114408442,-1,ENSG00000089225,TBX5,,
chr5,131949973,132012243,-1,ENSG00000164398,ACSL6,,
chr2,187341964,187448460,-1,ENSG00000064989,CALCRL,,
chrX,49187815,49200218,-1,ENSG00000102003,SYP,,
chr17,48133442,48430275,-1,ENSG00000141293,SKAP1,,
chr1,94148988,94275068,-1,ENSG00000137962,ARHGAP29,,
chr2,196967017,197311173,-1,ENSG00000065413,ANKRD44,,
chr6,10393186,10419659,-1,ENSG00000137203,TFAP2A,,
chr3,58633946,58666834,-1,ENSG00000198643,FAM3D,,
chr10,32267751,32378798,-1,ENSG00000120616,EPC1,,
chr1,18107798,18378483,1,ENSG00000117154,IGSF21,,
chrX,38801440,38806537,1,ENSG00000165175,MID1IP1,,
chr4,155208636,155217078,1,ENSG00000185149,NPY2R,,
chr7,107660828,107717809,1,ENSG00000091137,SLC26A4,,
chr15,69298912,69407780,1,ENSG00000137819,PAQR5,,
chr7,151556124,151877125,-1,ENSG00000106617,PRKAG2,,
chr3,136946230,137011085,1,ENSG00000174564,IL20RB,,
chr17,50560715,50627474,1,ENSG00000006283,CACNA1G,,
chrX,31097677,33339609,-1,ENSG00000198947,DMD,,
chr15,69414246,69448427,1,ENSG00000137807,KIF23,,
chr6,157700387,157945077,1,ENSG00000130340,SNX9,,
chr19,37554782,37594792,-1,ENSG00000180479,ZNF571,,
chr1,43389882,43454247,1,ENSG00000198198,SZT2,,
chr8,141117278,141195808,1,ENSG00000105339,DENND3,,
chr14,71320449,71741229,1,ENSG00000197555,SIPA1L1,,
chr5,160187367,160238735,1,ENSG00000170231,FABP6,,
chr5,88717117,88904257,-1,ENSG00000081189,MEF2C,,
chr8,118189455,118622112,-1,ENSG00000177570,SAMD12,,
chr14,64503712,64533690,1,ENSG00000126804,ZBTB1,,
chr14,61695513,61748259,1,ENSG00000100644,HIF1A,,
chr6,36196744,36232790,1,ENSG00000096070,BRPF3,,
chr2,202073255,202205188,1,ENSG00000182329,KIAA2012,,
chr7,154943687,155003124,-1,ENSG00000157212,PAXIP1,,
chr3,111070071,111275563,1,ENSG00000177707,NECTIN3,,
chr3,111674676,111846447,1,ENSG00000240891,PLCXD2,,
chr6,36354091,36387800,-1,ENSG00000010030,ETV7,,
chr3,64092236,64445476,-1,ENSG00000163637,PRICKLE2,,
chr16,28878405,28904466,1,ENSG00000196296,ATP2A1,,
chr3,128064778,128153914,-1,ENSG00000175792,RUVBL1,,
chr1,113929324,113977869,1,ENSG00000163349,HIPK1,,
chr4,89700345,89838315,-1,ENSG00000145335,SNCA,,
chr15,101289784,101525202,-1,ENSG00000140479,PCSK6,,
chr2,236165236,236168386,-1,ENSG00000168505,GBX2,,
chr2,187464230,187565760,-1,ENSG00000003436,TFPI,,
chr7,20134655,20217404,-1,ENSG00000183742,MACC1,,
chr2,241551424,241574131,1,ENSG00000176720,BOK,,
chr14,64535905,64546173,1,ENSG00000126803,HSPA2,,
chr14,36516392,36521149,-1,ENSG00000136352,NKX2-1,,
chr5,168661733,169301139,-1,ENSG00000184347,SLIT3,,
chr14,56799905,56816693,-1,ENSG00000165588,OTX2,,
chr6,32840717,32844679,-1,ENSG00000204264,PSMB8,,
chr3,119294383,119420714,1,ENSG00000031081,ARHGAP31,,
chr10,89430299,89556641,-1,ENSG00000152779,SLC16A12,,
chr12,98515579,98550351,1,ENSG00000120802,TMPO,,
chr19,49850735,49860744,1,ENSG00000104960,PTOV1,,
chr16,853634,981318,-1,ENSG00000103227,LMF1,,
chr10,1018910,1025859,-1,ENSG00000148377,IDI2,,
chr9,121207794,121332843,1,ENSG00000148180,GSN,,
chrX,18892298,18984114,-1,ENSG00000044446,PHKA2,,
chr3,63228315,63616924,1,ENSG00000163630,SYNPR,,
chr15,41309273,41332591,-1,ENSG00000104147,OIP5,,
chr7,131110096,131496632,1,ENSG00000128585,MKLN1,,
chr12,9067664,9116229,-1,ENSG00000175899,A2M,,
chr7,27830573,28180795,-1,ENSG00000153814,JAZF1,,
chr10,71396920,71815947,1,ENSG00000107736,CDH23,,
chr2,210431249,210477652,-1,ENSG00000115365,LANCL1,,
chr5,136212745,136365545,-1,ENSG00000069018,TRPC7,,
chr9,33817160,33920399,1,ENSG00000107341,UBE2R2,,
chr4,173524969,173530229,-1,ENSG00000164107,HAND2,,
chr5,115578496,115602479,-1,ENSG00000243414,TICAM2,,
chr5,175917873,176034680,-1,ENSG00000051596,THOC3,,
chr9,128120693,128128462,-1,ENSG00000148334,PTGES2,,
chr8,28767661,28890242,-1,ENSG00000104299,INTS9,,
chr4,139453232,139476609,1,ENSG00000172007,RAB33B,,
chr1,110150494,110202202,1,ENSG00000197106,SLC6A17,,
chr14,76761468,76783015,1,ENSG00000071246,VASH1,,
chr10,95711779,95877266,1,ENSG00000138185,ENTPD1,,
chr7,40135005,40860763,1,ENSG00000175600,SUGCT,,
chr2,210021421,210171409,-1,ENSG00000144445,KANSL1L,,
chr11,61752636,61788518,1,ENSG00000124920,MYRF,,
chr14,80197526,80387757,-1,ENSG00000211448,DIO2,,
chr3,151733916,151761339,1,ENSG00000197953,AADACL2,,
chr10,104641290,105265242,1,ENSG00000156395,SORCS3,,
chr3,154121003,154257827,1,ENSG00000114790,ARHGEF26,,
chr8,106270144,106752694,1,ENSG00000164830,OXR1,,
chr19,34926903,34945170,1,ENSG00000168661,ZNF30,,
chr3,149369022,149377692,-1,ENSG00000169908,TM4SF1,,
chr9,26947039,27066134,1,ENSG00000096872,IFT74,,
chr5,61157704,61162468,-1,ENSG00000188725,SMIM15,,
chr3,143265222,143848485,-1,ENSG00000181804,SLC9A9,,
chr3,150741125,150763477,-1,ENSG00000181788,SIAH2,,
chr4,16160505,16227410,-1,ENSG00000169762,TAPT1,,
chr14,32076114,32159728,1,ENSG00000100852,ARHGAP5,,
chr6,30102897,30113090,-1,ENSG00000204616,TRIM31,,
chr15,50275389,50355408,-1,ENSG00000104064,GABPB1,,
chr5,122129546,122153569,1,ENSG00000164185,ZNF474,,
chr6,31863192,31879046,-1,ENSG00000204385,SLC44A4,,
chr8,71841560,71844412,-1,ENSG00000178860,MSC,,
chr8,143419182,143430732,-1,ENSG00000182759,MAFA,,
chrX,18675909,18827921,1,ENSG00000086717,PPEF1,,
chr4,57030773,57110385,-1,ENSG00000163453,IGFBP7,,
chr15,77613027,77820900,-1,ENSG00000169783,LINGO1,,
chr1,113894194,113905201,-1,ENSG00000134262,AP4B1,,
chr10,50305586,50625163,-1,ENSG00000198964,SGMS1,,
chrX,101622797,101627843,1,ENSG00000102401,ARMCX3,,
chr19,8389981,8404434,1,ENSG00000185236,RAB11B,,
chr7,100435282,100436497,-1,ENSG00000160813,PPP1R35,,
chr10,73436433,73496024,-1,ENSG00000107758,PPP3CB,,
chr9,35088688,35096601,-1,ENSG00000165282,PIGO,,
chrX,11822423,12724523,1,ENSG00000169933,FRMPD4,,
chrX,30653359,30731462,1,ENSG00000198814,GK,,
chr6,32288526,32371912,-1,ENSG00000204296,TSBP1,,
chr16,56191390,56357444,1,ENSG00000087258,GNAO1,,
chr9,34551432,34590140,-1,ENSG00000122756,CNTFR,,
chr2,236324147,236507535,-1,ENSG00000132321,IQCA1,,
chrX,10015254,10144474,1,ENSG00000047644,WWC3,,
chr15,100400395,100544995,-1,ENSG00000154227,CERS3,,
chr10,28532493,28623112,1,ENSG00000095787,WAC,,
chr6,30743199,30744548,-1,ENSG00000137331,IER3,,
chr4,39498755,39528311,-1,ENSG00000109814,UGDH,,
chr7,92604921,92836573,-1,ENSG00000105810,CDK6,,
chr11,3000922,3057613,-1,ENSG00000110619,CARS1,,
chr3,141876124,141926549,1,ENSG00000069849,ATP1B3,,
chr4,85990007,86594625,-1,ENSG00000109339,MAPK10,,
chr3,171843349,171938715,1,ENSG00000186329,TMEM212,,
chr3,150659885,150703971,-1,ENSG00000163645,ERICH6,,
chr12,109713825,109770495,1,ENSG00000139438,FAM222A,,
chr7,26291862,26374383,1,ENSG00000086300,SNX10,,
chrX,20124525,20141838,-1,ENSG00000173674,EIF1AX,,
chr11,69004395,69013382,-1,ENSG00000172935,MRGPRF,,
chr1,152302165,152325239,-1,ENSG00000143631,FLG,,
chr7,151375909,151410727,-1,ENSG00000187260,WDR86,,
chr6,159034468,159045152,-1,ENSG00000164691,TAGAP,,
chr8,11421476,11475908,-1,ENSG00000154319,FAM167A,,
chrX,132626015,132961395,-1,ENSG00000171004,HS6ST2,,
chr5,142310427,142326455,-1,ENSG00000187678,SPRY4,,
chr7,35632659,35697459,-1,ENSG00000122557,HERPUD2,,
chr12,48995149,48999375,-1,ENSG00000181418,DDN,,
chr10,101825974,101843920,-1,ENSG00000120049,KCNIP2,,
chr7,78017055,79453667,-1,ENSG00000187391,MAGI2,,
chr6,46852522,46954943,-1,ENSG00000069122,ADGRF5,,
chr5,170353487,170736632,1,ENSG00000182132,KCNIP1,,
chr10,86968432,86983934,1,ENSG00000148671,ADIRF,,
chr15,86079871,87049169,1,ENSG00000273540,AGBL1,,
chr2,240998618,241095568,1,ENSG00000162804,SNED1,,
chrX,111665811,111760649,1,ENSG00000101901,ALG13,,
chr10,133087924,133131675,1,ENSG00000197177,ADGRA1,,
chr15,73735458,73753351,-1,ENSG00000205363,INSYN1,,
chr11,124766498,124800706,-1,ENSG00000120458,MSANTD2,,
chr11,66257294,66267860,1,ENSG00000174996,KLC2,,
chr6,32014795,32035418,1,ENSG00000224389,C4B,,
chr10,31318495,31529814,1,ENSG00000148516,ZEB1,,
chr7,38977909,39493095,1,ENSG00000106536,POU6F2,,
chr1,68474152,68497221,-1,ENSG00000024526,DEPDC1,,
chr3,174438573,175810548,1,ENSG00000177694,NAALADL2,,
chr19,1941172,1981338,1,ENSG00000133275,CSNK1G2,,
chr8,1755778,1801711,1,ENSG00000182372,CLN8,,
chr7,140690777,140722790,1,ENSG00000090266,NDUFB2,,
chr8,1973677,2006936,1,ENSG00000176595,KBTBD11,,
chr12,111443485,111599676,-1,ENSG00000204842,ATXN2,,
chr16,70687439,70801160,-1,ENSG00000103043,VAC14,,
chrX,119468422,119471396,1,ENSG00000005022,SLC25A5,,
chr19,42401514,42427388,-1,ENSG00000079435,LIPE,,
chr3,169083499,169663775,-1,ENSG00000085276,MECOM,,
chr2,191245185,191425389,1,ENSG00000128641,MYO1B,,
chr5,116443555,116574823,-1,ENSG00000092421,SEMA6A,,
chr1,166057426,166167001,-1,ENSG00000188859,FAM78B,,
chr1,183023420,183145592,1,ENSG00000135862,LAMC1,,
chr5,150660882,150679368,1,ENSG00000164591,MYOZ3,,
chr15,72751294,72785846,-1,ENSG00000159322,ADPGK,,
chr16,2460086,2464963,1,ENSG00000162062,TEDC2,,
chr8,6406592,6648508,1,ENSG00000147316,MCPH1,,
chr6,2987987,3019755,1,ENSG00000124588,NQO2,,
chr11,554850,560738,-1,ENSG00000185522,LMNTD2,,
chr3,180602858,180684942,-1,ENSG00000284862,CCDC39,,
chr4,1211445,1249953,-1,ENSG00000159692,CTBP1,,
chr6,41546381,41602384,1,ENSG00000137166,FOXP4,,
chr14,23520857,23556192,-1,ENSG00000136367,ZFHX2,,
chr7,146116002,148420998,1,ENSG00000174469,CNTNAP2,,
chr12,4269771,4305353,1,ENSG00000118971,CCND2,,
chr6,73368555,73395133,-1,ENSG00000203907,OOEP,,
chr3,156673235,156706770,1,ENSG00000163659,TIPARP,,
chr7,16087525,16502504,-1,ENSG00000214960,CRPPA,,
chr3,170459548,170586075,-1,ENSG00000013293,SLC7A14,,
chr8,23190452,23225102,-1,ENSG00000104689,TNFRSF10A,,
chr9,2621182,2660056,1,ENSG00000147852,VLDLR,,
chr3,139935185,140577397,1,ENSG00000158258,CLSTN2,,
chr7,87152409,87196337,1,ENSG00000135164,DMTF1,,
chr4,15339818,15446167,1,ENSG00000163145,C1QTNF7,,
chr6,131948176,131951372,-1,ENSG00000118523,CCN2,,
chr2,191029576,191151596,-1,ENSG00000138378,STAT4,,
chr15,81331088,81374213,-1,ENSG00000188869,TMC3,,
chr1,200623896,200669907,-1,ENSG00000118197,DDX59,,
