Chr;Pos_init;Pos_end;Strand;Size;Id;AS;N transcripts
10;109940104;110008381;-1;68277;ENSG00000203876;ADD3-AS1;5
X;38801568;38803883;-1;2315;ENSG00000238123;MID1IP1-AS1;1
2;37949911;38067041;-1;117130;ENSG00000235848;RMDN2-AS1;14
15;60681564;60687248;1;5684;ENSG00000259482;RORA-AS2;3
2;66439088;66444221;-1;5133;ENSG00000230749;MEIS1-AS2;3
7;8262233;8262821;1;588;ENSG00000244239;ICA1-AS1;1
19;31348881;31417794;1;68913;ENSG00000267662;TSHZ3-AS1;1
19;44631573;44725217;-1;93644;ENSG00000266903;CEACAM16-AS1;5
14;28726675;28765292;-1;38617;ENSG00000257126;FOXG1-AS1;5
6;84687712;84709578;1;21866;ENSG00000228290;TBX18-AS1;12
14;75970924;75971587;1;663;ENSG00000258876;TGFB3-AS1;1
19;48255675;48258199;1;2524;ENSG00000268001;CARD8-AS1;1
2;45674701;45675476;-1;775;ENSG00000228481;PRKCE-AS1;1
19;48262900;48271283;-1;8383;ENSG00000268186;ZNF114-AS1;1
5;97089075;97437217;1;348142;ENSG00000251513;LIX1-AS1;1
5;115602057;115623897;1;21840;ENSG00000249249;TICAM2-AS1;4
6;53978549;54079726;-1;101177;ENSG00000235050;MLIP-AS1;13
15;60479152;60630637;1;151485;ENSG00000245534;RORA-AS1;7
15;40686183;40695107;-1;8924;ENSG00000245849;RAD51-AS1;5
5;38282264;38290986;-1;8722;ENSG00000248730;EGFLAM-AS4;1
11;27471729;27482433;1;10704;ENSG00000254862;LGR4-AS1;2
6;54365335;54369971;-1;4636;ENSG00000228231;TINAG-AS1;1
6;108922976;108924103;-1;1127;ENSG00000230290;ARMC2-AS1;1
X;30699998;30724174;-1;24176;ENSG00000243055;GK-AS1;1
X;30834623;30835300;1;677;ENSG00000231542;TAB3-AS1;1
X;30854321;30854707;1;386;ENSG00000235512;TAB3-AS2;1
X;24650073;24658237;1;8164;ENSG00000236836;PCYT1B-AS1;1
10;23343957;23345181;1;1224;ENSG00000224215;C10orf67-AS1;1
12;79690144;79778451;1;88307;ENSG00000258048;PPP1R12A-AS2;1
12;67989445;68234686;1;245241;ENSG00000255733;IFNG-AS1;4
18;76491629;76493920;1;2291;ENSG00000265778;ZNF516-AS1;3
18;9121179;9136645;-1;15466;ENSG00000266053;NDUFV2-AS1;4
18;3593732;3598363;1;4631;ENSG00000177337;DLGAP1-AS1;7
X;24146225;24149654;-1;3429;ENSG00000234230;ZFX-AS1;1
18;22164886;22169878;-1;4992;ENSG00000266010;GATA6-AS1;16
15;90966340;90988625;1;22285;ENSG00000258725;PRC1-AS1;6
18;3603000;3610103;1;7103;ENSG00000262001;DLGAP1-AS2;11
18;80147908;80179839;1;31931;ENSG00000267270;PARD6G-AS1;15
10;61452639;61481956;1;29317;ENSG00000237233;TMEM26-AS1;1
8;119867419;119874488;-1;7069;ENSG00000245330;DEPTOR-AS1;2
5;138744434;138753309;-1;8875;ENSG00000253404;CTNNA1-AS1;1
5;82073055;82073702;-1;647;ENSG00000248192;ATG10-AS1;1
19;58347718;58355455;1;7737;ENSG00000268895;A1BG-AS1;9
10;102449816;102461106;1;11290;ENSG00000269609;C10orf95-AS1;13
19;36797502;36831596;1;34094;ENSG00000267254;ZNF790-AS1;9
10;21174014;21175048;1;1034;ENSG00000231920;NEBL-AS1;2
8;123984138;124040782;-1;56644;ENSG00000181171;FER1L6-AS1;1
5;76081946;76084186;-1;2240;ENSG00000248127;SV2C-AS1;1
5;139740951;139747406;-1;6455;ENSG00000249131;PSD2-AS1;4
12;93542022;93571768;-1;29746;ENSG00000246985;SOCS2-AS1;6
5;136214048;136222159;1;8111;ENSG00000248211;TRPC7-AS1;1
5;116447547;116508276;1;60729;ENSG00000248445;SEMA6A-AS1;6
3;363370;385795;-1;22425;ENSG00000234661;CHL1-AS1;2
12;49827913;49841143;1;13230;ENSG00000258057;BCDIN3D-AS1;5
5;80052374;80083654;-1;31280;ENSG00000249825;THBS4-AS1;4
5;123036271;123054667;1;18396;ENSG00000249996;PPIC-AS1;1
3;7951263;8611924;-1;660661;ENSG00000227110;LMCD1-AS1;10
4;48852008;48860203;-1;8195;ENSG00000248256;OCIAD1-AS1;1
3;14144637;14165978;1;21341;ENSG00000228242;XPC-AS1;17
5;136303757;136316100;1;12343;ENSG00000250947;TRPC7-AS2;1
6;128027886;128085248;1;57362;ENSG00000227945;PTPRK-AS1;1
7;26369310;26376701;-1;7391;ENSG00000225792;SNX10-AS1;4
7;29080284;29082527;1;2243;ENSG00000229452;CPVL-AS1;1
9;70033921;70175888;-1;141967;ENSG00000204706;MAMDC2-AS1;23
15;77641764;77652292;1;10528;ENSG00000259666;LINGO1-AS1;5
15;90952239;90955225;-1;2986;ENSG00000258384;RCCD1-AS1;1
11;94545330;94740355;-1;195025;ENSG00000255929;PIWIL4-AS1;2
11;72685075;72693808;1;8733;ENSG00000256007;ARAP1-AS1;1
1;3658938;3668772;-1;9834;ENSG00000227589;TP73-AS3;1
5;38345347;38346551;-1;1204;ENSG00000249071;EGFLAM-AS3;1
5;16615926;16681905;1;65979;ENSG00000246214;RETREG1-AS1;2
8;109644115;109648084;1;3969;ENSG00000248050;SYBU-AS1;1
2;66426735;66433470;-1;6735;ENSG00000226819;MEIS1-AS3;1
3;109707;197341;-1;87634;ENSG00000224318;CHL1-AS2;5
12;89524594;89548005;1;23411;ENSG00000270344;POC1B-AS1;2
3;2110409;2144241;-1;33832;ENSG00000227588;CNTN4-AS2;1
3;35650197;35651961;-1;1764;ENSG00000230830;ARPP21-AS1;1
10;97102756;97104355;1;1599;ENSG00000234855;SLIT1-AS1;3
3;7519741;7560333;-1;40592;ENSG00000236202;GRM7-AS1;2
10;5510036;5526246;-1;16210;ENSG00000205488;CALML3-AS1;4
5;123087248;123090299;-1;3051;ENSG00000223652;PRDM6-AS1;2
6;149243299;149257551;-1;14252;ENSG00000225924;TAB2-AS1;2
16;25140577;25149032;-1;8455;ENSG00000260034;LCMT1-AS2;2
7;34346512;34871582;-1;525070;ENSG00000197085;NPSR1-AS1;7
3;11006098;11019224;-1;13126;ENSG00000232287;SLC6A1-AS1;1
3;9216895;9219508;1;2613;ENSG00000227929;SRGAP3-AS3;1
8;70608577;70663279;1;54702;ENSG00000246366;LACTB2-AS1;5
X;108736011;108739223;1;3212;ENSG00000237863;IRS4-AS1;5
5;93360779;93585649;-1;224870;ENSG00000237187;NR2F1-AS1;75
6;148955628;148964684;-1;9056;ENSG00000227660;UST-AS1;1
22;21938269;21977632;1;39363;ENSG00000224086;PPM1F-AS1;2
6;108123457;108159392;1;35935;ENSG00000225174;OSTM1-AS1;3
10;94081950;94108814;-1;26864;ENSG00000232913;PLCE1-AS2;14
2;76985965;77009791;1;23826;ENSG00000234653;LRRTM4-AS1;1
10;94278681;94287478;-1;8797;ENSG00000268894;PLCE1-AS1;4
3;9192493;9194453;1;1960;ENSG00000228723;SRGAP3-AS2;5
5;17089296;17217047;-1;127751;ENSG00000215196;BASP1-AS1;8
7;27733064;27740395;-1;7331;ENSG00000229893;TAX1BP1-AS1;1
1;7382487;7389754;-1;7267;ENSG00000237728;CAMTA1-AS2;2
4;53496400;53549578;1;53178;ENSG00000250930;LNX1-AS1;4
6;73693903;73696131;-1;2228;ENSG00000231652;CD109-AS1;1
6;149027700;149032573;-1;4873;ENSG00000236591;UST-AS2;1
7;29199540;29208970;-1;9430;ENSG00000235669;CHN2-AS1;1
7;36997796;37013630;1;15834;ENSG00000224101;ELMO1-AS1;1
20;50184598;50191498;-1;6900;ENSG00000277449;CEBPB-AS1;1
3;29926811;29934156;-1;7345;ENSG00000235593;RBMS3-AS1;1
15;77660052;77668074;1;8022;ENSG00000259281;LINGO1-AS2;1
3;29054570;29290726;-1;236156;ENSG00000235904;RBMS3-AS3;5
20;23346941;23351486;-1;4545;ENSG00000234832;NXT1-AS1;1
15;98954149;99105824;-1;151675;ENSG00000259475;SYNM-AS1;1
15;96772005;96783312;-1;11307;ENSG00000259282;SPATA8-AS1;2
3;23804024;23806905;-1;2881;ENSG00000223791;UBE2E1-AS1;1
8;103153394;103298772;-1;145378;ENSG00000247081;BAALC-AS1;15
3;21942566;21979828;1;37262;ENSG00000223351;ZNF385D-AS2;2
19;56595313;56799602;1;204289;ENSG00000269793;ZIM2-AS1;1
22;25102433;25112692;-1;10259;ENSG00000203280;KIAA1671-AS1;1
6;131950946;132077393;1;126447;ENSG00000227220;CCN2-AS1;1
3;6892632;6894022;-1;1390;ENSG00000237665;GRM7-AS2;1
3;21542789;21579959;1;37170;ENSG00000225542;ZNF385D-AS1;2
3;26614261;26622943;-1;8682;ENSG00000225386;LRRC3B-AS1;1
6;143554325;143562031;-1;7706;ENSG00000235740;PHACTR2-AS1;3
11;100684162;100687955;-1;3793;ENSG00000248027;ARHGAP42-AS1;1
8;125040684;125044989;1;4305;ENSG00000253167;WASHC5-AS1;1
10;76888044;76980624;1;92580;ENSG00000236467;KCNMA1-AS1;10
10;77147652;77150100;1;2448;ENSG00000225497;KCNMA1-AS2;2
8;119214625;119246848;-1;32223;ENSG00000253972;MAL2-AS1;6
19;48061371;48064945;1;3574;ENSG00000269420;PLA2G4C-AS1;3
12;57144620;57147619;-1;2999;ENSG00000259125;LRP1-AS;2
5;132003592;132007022;1;3430;ENSG00000223548;ACSL6-AS1;1
2;75524068;75542706;1;18638;ENSG00000231172;EVA1A-AS;1
4;105746245;105827172;-1;80927;ENSG00000251175;GSTCD-AS1;3
4;41748293;41824119;1;75826;ENSG00000250467;PHOX2B-AS1;1
4;81164922;81193395;1;28473;ENSG00000251059;PRKG2-AS1;3
6;163042557;163054161;-1;11604;ENSG00000225437;PACRG-AS2;4
6;163163830;163192038;-1;28208;ENSG00000225683;PACRG-AS3;28
3;6631008;6805479;-1;174471;ENSG00000226258;GRM7-AS3;10
11;119364359;119526664;1;162305;ENSG00000245248;USP2-AS1;14
12;32104117;32107528;-1;3411;ENSG00000257530;BICD1-AS1;1
9;134649385;134653073;-1;3688;ENSG00000204011;COL5A1-AS1;1
9;77176760;77178180;-1;1420;ENSG00000232998;VPS13A-AS1;1
9;129712896;129718635;-1;5739;ENSG00000236024;PRRX2-AS1;1
9;74485551;74499127;-1;13576;ENSG00000224825;RORB-AS1;1
6;142088233;142089219;1;986;ENSG00000236822;NMBR-AS1;1
17;36072866;36090134;1;17268;ENSG00000277089;CCL3-AS1;4
12;81270669;81312422;1;41753;ENSG00000257467;PPFIA2-AS1;11
6;159165899;159170007;-1;4108;ENSG00000233682;FNDC1-AS1;2
19;57267211;57280334;-1;13123;ENSG00000267871;ZNF460-AS1;4
1;8878835;8879894;1;1059;ENSG00000230679;ENO1-AS1;1
2;42143238;42170301;-1;27063;ENSG00000224875;EML4-AS1;2
4;76708853;76802426;-1;93573;ENSG00000233860;SHROOM3-AS1;6
8;118620498;118906155;1;285657;ENSG00000281641;SAMD12-AS1;5
12;52601467;52615305;1;13838;ENSG00000257495;KRT73-AS1;3
8;143366631;143368548;-1;1917;ENSG00000254389;RHPN1-AS1;1
11;72700474;72705607;1;5133;ENSG00000245148;ARAP1-AS2;1
16;47144323;47162749;1;18426;ENSG00000260281;ITFG1-AS1;2
2;54516048;54540697;-1;24649;ENSG00000228108;SPTBN1-AS1;1
5;10627260;10628225;-1;965;ENSG00000250106;ANKRD33B-AS1;1
4;103548745;103624534;1;75789;ENSG00000251577;TACR3-AS1;2
11;113265137;113274032;-1;8895;ENSG00000227487;NCAM1-AS1;4
8;134598071;134600689;1;2618;ENSG00000248492;ZFAT-AS1;1
5;142859604;142868922;-1;9318;ENSG00000226272;ARHGAP26-AS1;3
8;124044395;124171522;-1;127127;ENSG00000253868;FER1L6-AS2;3
5;38556765;38671216;1;114451;ENSG00000244968;LIFR-AS1;14
7;38980370;39013551;-1;33181;ENSG00000233854;POU6F2-AS2;1
9;133654586;133657313;-1;2727;ENSG00000225756;DBH-AS1;1
15;71147650;71189064;-1;41414;ENSG00000259964;THSD4-AS1;8
5;135648584;135653935;-1;5351;ENSG00000251045;SLC25A48-AS1;1
4;84965534;85011277;1;45743;ENSG00000180769;WDFY3-AS2;26
1;24961345;24963097;1;1752;ENSG00000229162;RUNX3-AS1;1
3;31704058;31721652;1;17594;ENSG00000232490;OSBPL10-AS1;8
X;32754940;32756400;1;1460;ENSG00000236828;DMD-AS3;1
7;95035731;95214338;-1;178607;ENSG00000236197;PPP1R9A-AS1;5
1;2549920;2557031;-1;7111;ENSG00000238164;TNFRSF14-AS1;6
4;104490849;104734546;1;243697;ENSG00000245384;CXXC4-AS1;3
4;74955974;74970362;-1;14388;ENSG00000249717;PARM1-AS1;2
1;16197854;16198357;1;503;ENSG00000234166;ARHGEF19-AS1;1
3;9014123;9015979;1;1856;ENSG00000224808;SRGAP3-AS1;1
1;18166929;18179346;-1;12417;ENSG00000230035;IGSF21-AS1;1
4;53592956;53604047;1;11091;ENSG00000248494;LNX1-AS2;2
5;116574482;116611200;1;36718;ENSG00000249167;SEMA6A-AS2;5
1;2632568;2636620;1;4052;ENSG00000237058;MMEL1-AS1;1
1;6204840;6205780;-1;940;ENSG00000226944;RNF207-AS1;1
1;3712200;3714298;-1;2098;ENSG00000235131;TP73-AS2;1
6;2989335;2999604;-1;10269;ENSG00000224846;NQO2-AS1;5
1;9652610;9654586;-1;1976;ENSG00000179840;PIK3CD-AS1;1
11;121447331;121453013;-1;5682;ENSG00000246790;SORL1-AS1;2
3;29526251;29642809;-1;116558;ENSG00000203506;RBMS3-AS2;7
11;101129077;101209591;1;80514;ENSG00000282728;PGR-AS1;2
5;136129507;136134890;-1;5383;ENSG00000164621;SMAD5-AS1;1
8;121639293;121994185;1;354892;ENSG00000248690;HAS2-AS1;19
3;37241789;37244177;-1;2388;ENSG00000270194;GOLGA4-AS1;1
5;77086688;77166909;1;80221;ENSG00000250802;ZBED3-AS1;45
1;7441096;7441554;-1;458;ENSG00000225126;CAMTA1-AS1;1
7;93969442;94011113;1;41671;ENSG00000236861;BET1-AS1;2
17;40340867;40343136;-1;2269;ENSG00000265666;RARA-AS1;1
5;139648999;139649728;-1;729;ENSG00000250635;CXXC5-AS1;1
7;86782357;86803409;-1;21052;ENSG00000233073;GRM3-AS1;2
3;20174244;21145967;1;971723;ENSG00000231304;SGO1-AS1;6
1;14338825;14419973;-1;81148;ENSG00000234593;KAZN-AS1;7
3;62221249;62369406;-1;148157;ENSG00000241472;PTPRG-AS1;26
19;45076510;45092635;-1;16125;ENSG00000267348;GEMIN7-AS1;4
9;128108581;128118693;-1;10112;ENSG00000234771;SLC25A25-AS1;1
9;128128529;128130628;1;2099;ENSG00000232850;PTGES2-AS1;1
1;8424645;8435013;1;10368;ENSG00000232912;RERE-AS1;3
1;35358822;35366077;-1;7255;ENSG00000227409;ZMYM4-AS1;1
1;15164344;15171317;-1;6973;ENSG00000204464;TMEM51-AS2;2
2;109127327;109128930;-1;1603;ENSG00000259863;SH3RF3-AS1;1
2;100970767;100977766;-1;6999;ENSG00000230140;NPAS2-AS1;4
11;78139771;78175323;1;35552;ENSG00000246174;KCTD21-AS1;10
11;124800424;124834487;1;34063;ENSG00000245498;MSANTD2-AS1;16
2;105092368;105103036;-1;10668;ENSG00000231851;MRPS9-AS1;4
22;27919376;28008581;1;89205;ENSG00000235954;TTC28-AS1;38
9;128468957;128473012;-1;4055;ENSG00000225951;ODF2-AS1;1
X;135059685;135123952;1;64267;ENSG00000228372;SMIM10L2B-AS1;3
6;29726601;29749049;-1;22448;ENSG00000214922;HLA-F-AS1;3
1;15111815;15153618;-1;41803;ENSG00000175147;TMEM51-AS1;6
3;50341106;50345697;1;4591;ENSG00000235058;ZMYND10-AS1;1
3;50337511;50338300;1;789;ENSG00000281358;RASSF1-AS1;1
22;17159352;17165447;1;6095;ENSG00000185837;HDHD5-AS1;3
5;154325568;154445850;-1;120282;ENSG00000245275;SAP30L-AS1;7
11;119709920;119713925;1;4005;ENSG00000255247;NECTIN1-AS1;1
12;51421956;51424611;-1;2655;ENSG00000271065;SLC4A8-AS1;1
5;170639158;170681437;-1;42279;ENSG00000253591;KCNIP1-AS1;2
19;55158939;55177540;1;18601;ENSG00000267577;DNAAF3-AS1;1
16;55426797;55462297;-1;35500;ENSG00000260135;MMP2-AS1;4
2;158166650;158236169;1;69519;ENSG00000227480;CCDC148-AS1;1
2;114833830;114835588;-1;1758;ENSG00000235717;DPP10-AS2;1
14;36519278;36523016;1;3738;ENSG00000253563;NKX2-1-AS1;1
19;45641494;45642840;1;1346;ENSG00000267757;EML2-AS1;3
7;50531759;50543463;1;11704;ENSG00000226122;DDC-AS1;1
5;175972606;175987666;1;15060;ENSG00000250801;THOC3-AS1;4
7;89882353;90211635;-1;329282;ENSG00000227646;STEAP2-AS1;2
11;128526142;128530389;1;4247;ENSG00000254588;ETS1-AS1;1
12;38906451;38909592;1;3141;ENSG00000257718;CPNE8-AS1;1
X;2852740;2853760;-1;1020;ENSG00000235483;GYG2-AS1;1
X;2904904;2906081;1;1177;ENSG00000229851;ARSD-AS1;1
4;121071429;121080476;1;9047;ENSG00000250344;NDNF-AS1;1
3;64187544;64200965;1;13421;ENSG00000226017;PRICKLE2-AS3;1
22;21001886;21010342;1;8456;ENSG00000230513;THAP7-AS1;14
2;185652374;185800151;-1;147777;ENSG00000231646;FSIP2-AS1;3
2;62957326;63048640;-1;91314;ENSG00000231609;EHBP1-AS1;6
4;89836408;89841978;1;5570;ENSG00000247775;SNCA-AS1;2
3;54874605;54901255;-1;26650;ENSG00000243715;CACNA2D3-AS1;1
4;84796614;84810403;1;13789;ENSG00000251260;WDFY3-AS1;1
6;43074331;43074739;-1;408;ENSG00000272170;KLC4-AS1;1
2;173166446;173282036;-1;115590;ENSG00000238133;MAP3K20-AS1;3
2;185719874;185740479;-1;20605;ENSG00000226747;FSIP2-AS2;3
X;22162733;22172983;-1;10250;ENSG00000224204;PHEX-AS1;1
X;22191895;22235358;-1;43463;ENSG00000233067;PTCHD1-AS;1
4;138057464;138178177;1;120713;ENSG00000250033;SLC7A11-AS1;5
11;83286120;83423516;1;137396;ENSG00000255234;CCDC90B-AS1;3
X;151904431;151913968;-1;9537;ENSG00000229967;MAGEA4-AS1;3
3;64067964;64103131;1;35167;ENSG00000241111;PRICKLE2-AS1;3
17;48294335;48308762;1;14427;ENSG00000235300;SKAP1-AS2;4
9;20683304;20684688;-1;1384;ENSG00000227071;FOCAD-AS1;2
11;44719392;44736692;-1;17300;ENSG00000255032;TSPAN18-AS1;1
17;48557262;48560333;1;3071;ENSG00000239552;HOXB-AS2;1
12;130990138;130993976;-1;3838;ENSG00000256151;ADGRD1-AS1;2
5;129424782;129461076;-1;36294;ENSG00000249421;ADAMTS19-AS1;2
5;168706567;168720884;1;14317;ENSG00000254042;SLIT3-AS2;3
6;73130646;73143514;-1;12868;ENSG00000229154;KCNQ5-AS1;4
6;73263212;73301789;1;38577;ENSG00000229852;KHDC1-AS1;6
6;73369704;73387717;1;18013;ENSG00000231332;OOEP-AS1;1
9;16726814;16727524;1;710;ENSG00000234779;BNC2-AS1;1
9;212824;215893;-1;3069;ENSG00000183784;DOCK8-AS1;2
9;452492;492248;-1;39756;ENSG00000227155;DOCK8-AS2;16
17;17759154;17770821;-1;11667;ENSG00000237328;RAI1-AS1;1
17;49505657;49574064;-1;68407;ENSG00000249906;NGFR-AS1;1
11;72643237;72659407;1;16170;ENSG00000255808;PDE2A-AS1;1
1;2181794;2184389;-1;2595;ENSG00000182873;PRKCZ-AS1;2
8;18084386;18097644;1;13258;ENSG00000245281;ASAH1-AS1;8
9;121280768;121285530;-1;4762;ENSG00000235865;GSN-AS1;1
9;101468349;101482199;1;13850;ENSG00000225376;TMEM246-AS1;5
15;45235930;45279251;-1;43321;ENSG00000259520;SLC28A2-AS1;4
16;84459259;84467361;-1;8102;ENSG00000261286;ATP2C2-AS1;1
X;101043564;101094476;-1;50912;ENSG00000225839;TRMT2B-AS1;1
5;149348116;149357642;-1;9526;ENSG00000253618;GRPEL2-AS1;1
9;26955780;26956295;-1;515;ENSG00000234676;IFT74-AS1;1
2;119244422;119270714;-1;26292;ENSG00000229867;STEAP3-AS1;2
2;172677141;172736206;-1;59065;ENSG00000228016;RAPGEF4-AS1;3
17;48185938;48204529;1;18591;ENSG00000263787;SKAP1-AS1;1
4;82893009;82900960;-1;7951;ENSG00000251022;THAP9-AS1;12
11;64646399;64659681;1;13282;ENSG00000237410;NRXN2-AS1;1
16;80154979;80563354;-1;408375;ENSG00000259867;DYNLRB2-AS1;10
1;43709392;43727343;-1;17951;ENSG00000229444;ST3GAL3-AS1;1
17;48543551;48551250;1;7699;ENSG00000230148;HOXB-AS1;4
12;117099481;117142091;1;42610;ENSG00000258285;TESC-AS1;1
1;52050918;52052683;1;1765;ENSG00000228369;TXNDC12-AS1;1
4;97366681;97491899;1;125218;ENSG00000251620;STPG2-AS1;3
4;80182637;80197410;-1;14773;ENSG00000248719;PRDM8-AS1;2
16;61918321;61940697;1;22376;ENSG00000260115;CDH8-AS1;1
17;48628675;48634932;1;6257;ENSG00000242207;HOXB-AS4;2
6;138725211;138773652;-1;48441;ENSG00000279968;CCDC28A-AS1;2
6;158817979;158822252;1;4273;ENSG00000233893;EZR-AS1;1
19;45767796;45772504;1;4708;ENSG00000267395;DM1-AS;4
3;58607080;58644491;1;37411;ENSG00000244383;FAM3D-AS1;2
1;61248945;61253510;-1;4565;ENSG00000237853;NFIA-AS1;7
1;68496676;68538627;1;41951;ENSG00000234264;DEPDC1-AS1;1
19;47615699;47626395;-1;10696;ENSG00000269806;BICRA-AS1;1
14;34040097;34059300;1;19203;ENSG00000258897;EGLN3-AS1;1
4;155206529;155209027;-1;2498;ENSG00000250538;NPY2R-AS1;2
4;100190033;100215505;1;25472;ENSG00000249710;DDIT4L-AS1;1
19;47757036;47768840;-1;11804;ENSG00000269656;NOP53-AS1;1
3;64561322;64592757;1;31435;ENSG00000241158;ADAMTS9-AS1;21
12;89708959;89712590;1;3631;ENSG00000271614;ATP2B1-AS1;1
6;31542304;31543138;1;834;ENSG00000234006;DDX39B-AS1;2
14;39103140;39103812;1;672;ENSG00000258651;SEC23A-AS1;1
14;39265703;39267061;-1;1358;ENSG00000258940;MIA2-AS1;2
11;3218332;3223131;1;4799;ENSG00000236301;MRGPRG-AS1;3
5;169013227;169037998;1;24771;ENSG00000248222;SLIT3-AS1;10
7;100589402;100604206;-1;14804;ENSG00000224729;PCOLCE-AS1;3
6;31658329;31660721;1;2392;ENSG00000227198;C6orf47-AS1;1
5;94979151;94980893;1;1742;ENSG00000249545;MCTP1-AS1;1
2;158658337;158735002;-1;76665;ENSG00000204380;PKP4-AS1;3
7;111808516;111821773;1;13257;ENSG00000225572;DOCK4-AS1;1
7;82009177;82029955;1;20778;ENSG00000223770;CACNA2D1-AS1;2
12;129109629;129113294;1;3665;ENSG00000249196;TMEM132D-AS1;7
14;55262222;55272075;-1;9853;ENSG00000258413;FBXO34-AS1;3
7;127215127;127229927;1;14800;ENSG00000236340;GRM8-AS1;3
5;150670658;150672390;-1;1732;ENSG00000250309;MYOZ3-AS1;1
19;36489649;36491040;1;1391;ENSG00000267309;ZNF566-AS1;1
X;147909431;147911817;-1;2386;ENSG00000268066;FMR1-AS1;4
9;137250219;137253497;-1;3278;ENSG00000275549;STPG3-AS1;1
20;36507702;36573391;-1;65689;ENSG00000232907;DLGAP4-AS1;6
19;40443436;40444087;1;651;ENSG00000268366;SERTAD3-AS1;1
7;28180322;28243917;1;63595;ENSG00000234336;JAZF1-AS1;4
6;31764310;31765588;-1;1278;ENSG00000235663;SAPCD1-AS1;1
3;57628810;57654918;1;26108;ENSG00000239801;DENND6A-AS1;1
3;112802478;112812819;1;10341;ENSG00000242770;CD200R1L-AS1;2
5;41869927;41872241;1;2314;ENSG00000248668;OXCT1-AS1;3
1;60912675;61056885;-1;144210;ENSG00000237928;NFIA-AS2;5
20;62544165;62551526;-1;7361;ENSG00000174403;MIR1-1HG-AS1;6
20;58818918;58850903;-1;31985;ENSG00000235590;GNAS-AS1;6
6;136629066;136648198;1;19132;ENSG00000234263;MAP3K5-AS1;1
20;62352988;62356480;1;3492;ENSG00000228812;LAMA5-AS1;4
20;10006381;10368823;-1;362442;ENSG00000227906;SNAP25-AS1;25
10;77350851;77376613;1;25762;ENSG00000225652;KCNMA1-AS3;3
20;33980679;33994357;-1;13678;ENSG00000285230;RALY-AS1;8
20;1325400;1378735;1;53335;ENSG00000234684;SDCBP2-AS1;9
2;170332085;170408564;-1;76479;ENSG00000231898;MYO3B-AS1;73
20;57376881;57393062;-1;16181;ENSG00000218018;RBM38-AS1;3
1;66042500;66050718;-1;8218;ENSG00000227466;PDE4B-AS1;1
5;150475531;150485968;-1;10437;ENSG00000254333;NDST1-AS1;1
2;210030572;210064356;1;33784;ENSG00000229127;KANSL1L-AS1;2
12;129208601;129212662;1;4061;ENSG00000256699;TMEM132D-AS2;1
3;58824437;59019093;1;194656;ENSG00000242428;CFAP20DC-AS1;6
20;36147281;36155760;-1;8479;ENSG00000232406;EPB41L1-AS1;4
7;157854529;157863011;1;8482;ENSG00000233038;PTPRN2-AS1;3
20;35476203;35490985;-1;14782;ENSG00000230155;CEP250-AS1;3
7;131309469;131328312;-1;18843;ENSG00000236753;MKLN1-AS;16
9;130933851;130945520;1;11669;ENSG00000236658;FIBCD1-AS1;1
9;129175807;129261581;1;85774;ENSG00000204055;IER5L-AS1;8
16;4324667;4328340;-1;3673;ENSG00000262686;GLIS2-AS1;1
6;43588230;43591362;-1;3132;ENSG00000203362;POLH-AS1;1
5;9511333;9518086;1;6753;ENSG00000251370;SEMA5A-AS1;1
3;52823935;52825314;1;1379;ENSG00000239799;ITIH4-AS1;1
1;87620803;88685204;-1;1064401;ENSG00000237505;PKN2-AS1;13
12;53935328;53939643;-1;4315;ENSG00000249641;HOXC13-AS;1
2;202075410;202117062;-1;41652;ENSG00000222035;KIAA2012-AS1;2
17;48549630;48606414;1;56784;ENSG00000233101;HOXB-AS3;15
2;134735464;134918710;-1;183246;ENSG00000224043;CCNT2-AS1;5
6;31877808;31884204;1;6396;ENSG00000237080;EHMT2-AS1;2
12;111599498;111600256;1;758;ENSG00000258099;ATXN2-AS;1
16;30919319;30923269;-1;3950;ENSG00000260852;FBXL19-AS1;1
4;143513472;143514635;-1;1163;ENSG00000245112;SMARCA5-AS1;1
3;113403988;113433992;1;30004;ENSG00000243849;CFAP44-AS1;3
2;132915557;132931494;1;15937;ENSG00000233729;NCKAP5-AS1;1
2;143629133;143656179;-1;27046;ENSG00000231758;ARHGAP15-AS1;3
11;131622451;131663583;-1;41132;ENSG00000224795;NTM-AS1;2
4;183233628;183240634;-1;7006;ENSG00000251128;WWC2-AS1;1
11;35210343;35214985;-1;4642;ENSG00000255443;CD44-AS1;1
9;136803927;136808848;-1;4921;ENSG00000228544;CCDC183-AS1;1
10;73653980;73675450;1;21470;ENSG00000271848;SYNPO2L-AS1;4
3;126103640;126108069;1;4429;ENSG00000250218;ALDH1L1-AS1;1
1;77881348;77889539;-1;8191;ENSG00000235927;NEXN-AS1;1
19;48910930;48918891;-1;7961;ENSG00000235191;NUCB1-AS1;1
1;86571181;86696311;-1;125130;ENSG00000236915;CLCA4-AS1;2
19;34923299;34926812;-1;3513;ENSG00000270876;ZNF30-AS1;1
19;34998233;35000170;-1;1937;ENSG00000269303;GRAMD1A-AS1;1
19;35042902;35106307;-1;63405;ENSG00000227392;HPN-AS1;4
10;73796514;73801399;-1;4885;ENSG00000272589;ZSWIM8-AS1;1
7;154928460;154952188;1;23728;ENSG00000214106;PAXIP1-AS2;9
9;105554035;105558304;-1;4269;ENSG00000228317;FKTN-AS1;1
